x, y
0.161851, 0.077579
0.922418, 0.221490
0.922418, 0.221490
0.582739, 0.077577
0.680223, 0.077582
0.337982, 0.922412
0.077597, 0.301119
0.077592, 0.504797
0.350340, 0.922405
0.077598, 0.800685
0.077601, 0.706054
0.243123, 0.922401
0.922402, 0.857034
0.163572, 0.077604
0.502828, 0.077598
0.077604, 0.819340
0.259035, 0.922394
0.086363, 0.922393
0.086363, 0.922393
0.694973, 0.922401
0.077610, 0.394026
0.077610, 0.394026
0.490975, 0.922387
0.077607, 0.395163
0.922383, 0.713579
0.386461, 0.922377
0.113305, 0.077623
0.077622, 0.236965
0.077630, 0.490436
0.077630, 0.085366
0.077629, 0.575169
0.445597, 0.077636
0.077639, 0.573411
0.217218, 0.922361
0.922363, 0.525018
0.922363, 0.525018
0.077646, 0.148455
0.077648, 0.311790
0.472758, 0.077645
0.077650, 0.407917
0.922347, 0.106784
0.922347, 0.106784
0.440720, 0.077656
0.922342, 0.716258
0.077651, 0.084909
0.781008, 0.077660
0.077661, 0.233949
0.907354, 0.922345
0.146101, 0.077667
0.833903, 0.077667
0.416553, 0.077668
0.416553, 0.077668
0.768805, 0.077669
0.109137, 0.077672
0.922328, 0.253399
0.318352, 0.922328
0.077670, 0.765503
0.077670, 0.765503
0.922325, 0.821364
0.110833, 0.922325
0.077671, 0.644735
0.511808, 0.077676
0.077679, 0.381379
0.381720, 0.922322
0.922322, 0.254393
0.204418, 0.077678
0.614985, 0.077674
0.077678, 0.432236
0.077685, 0.918478
0.824362, 0.077689
0.077685, 0.442303
0.077687, 0.502292
0.285403, 0.077696
0.714319, 0.077699
0.233208, 0.922298
0.077706, 0.753551
0.922294, 0.238829
0.922292, 0.096001
0.922291, 0.433856
0.085498, 0.922294
0.788586, 0.922291
0.922288, 0.566508
0.663186, 0.922286
0.922285, 0.245779
0.077717, 0.228388
0.769635, 0.922285
0.077714, 0.405180
0.156435, 0.922278
0.857366, 0.922286
0.922278, 0.831513
0.270975, 0.077722
0.820291, 0.077720
0.261334, 0.922273
0.710315, 0.922272
0.077732, 0.816995
0.077728, 0.687608
0.077737, 0.625914
0.690948, 0.922259
0.077743, 0.495968
0.077744, 0.338364
0.922255, 0.848458
0.564011, 0.077746
0.547604, 0.077742
0.356484, 0.077751
0.077751, 0.676374
0.922248, 0.393892
0.301643, 0.922249
0.077757, 0.466341
0.077756, 0.554215
0.522187, 0.077753
0.077760, 0.320822
0.689431, 0.077760
0.077763, 0.491431
0.922237, 0.261697
0.922236, 0.718385
0.495712, 0.077764
0.518423, 0.077767
0.271989, 0.922235
0.077770, 0.148411
0.077770, 0.833390
0.175705, 0.077771
0.077777, 0.136255
0.922229, 0.810297
0.186751, 0.077777
0.077776, 0.292078
0.077779, 0.744454
0.077779, 0.744454
0.077779, 0.744454
0.077780, 0.362691
0.149975, 0.077782
0.149975, 0.077782
0.077792, 0.361053
0.293965, 0.922208
0.922206, 0.481257
0.077787, 0.850112
0.077792, 0.159417
0.332970, 0.922206
0.922209, 0.242274
0.077795, 0.407034
0.677384, 0.077791
0.239818, 0.922204
0.077802, 0.590633
0.780577, 0.077805
0.922192, 0.793395
0.464841, 0.077805
0.077804, 0.725040
0.219235, 0.922184
0.230789, 0.922181
0.824397, 0.922181
0.922180, 0.901811
0.846939, 0.077823
0.077830, 0.306371
0.231504, 0.077832
0.231504, 0.077832
0.077834, 0.743967
0.922166, 0.556923
0.077836, 0.663008
0.077836, 0.663008
0.077835, 0.750209
0.077840, 0.213065
0.225399, 0.922161
0.826635, 0.077843
0.226590, 0.922153
0.749202, 0.922152
0.077849, 0.381676
0.922151, 0.426875
0.922151, 0.426875
0.828490, 0.077852
0.922149, 0.829293
0.531762, 0.922146
0.077856, 0.391681
0.885681, 0.922143
0.763941, 0.077860
0.077860, 0.316445
0.244791, 0.922146
0.077856, 0.360278
0.614199, 0.922138
0.435697, 0.077865
0.077867, 0.614143
0.077863, 0.734642
0.077863, 0.734642
0.505508, 0.922132
0.679661, 0.922130
0.175005, 0.922132
0.764511, 0.922125
0.077874, 0.847180
0.922119, 0.461285
0.077875, 0.659747
0.077880, 0.162913
0.460804, 0.922113
0.077892, 0.423666
0.077892, 0.423666
0.420841, 0.077891
0.922105, 0.653693
0.739548, 0.922109
0.243477, 0.077895
0.243477, 0.077895
0.373239, 0.077896
0.077904, 0.676266
0.354858, 0.077897
0.077910, 0.848424
0.894593, 0.922093
0.922090, 0.719471
0.922086, 0.704212
0.922084, 0.796083
0.781252, 0.077918
0.922083, 0.883118
0.077914, 0.262195
0.224870, 0.922088
0.224870, 0.922088
0.533701, 0.922079
0.077922, 0.755561
0.922083, 0.757594
0.077923, 0.480205
0.077932, 0.153499
0.922070, 0.493198
0.395355, 0.922072
0.077927, 0.599775
0.077932, 0.191676
0.077925, 0.394900
0.782871, 0.077931
0.261833, 0.922066
0.593568, 0.922062
0.077931, 0.917412
0.077931, 0.917412
0.077937, 0.709574
0.336519, 0.077945
0.336519, 0.077945
0.077947, 0.405691
0.080928, 0.077949
0.090395, 0.077945
0.077951, 0.651174
0.922048, 0.821453
0.077953, 0.295838
0.788484, 0.922044
0.077950, 0.790264
0.077950, 0.790264
0.077951, 0.237291
0.836558, 0.922040
0.462728, 0.077955
0.574458, 0.077959
0.922041, 0.860515
0.077960, 0.584616
0.077962, 0.476927
0.922036, 0.766839
0.244867, 0.922041
0.764503, 0.077964
0.922031, 0.151031
0.077972, 0.146759
0.628595, 0.077974
0.628595, 0.077974
0.542244, 0.077971
0.077981, 0.129493
0.077985, 0.211500
0.694765, 0.922020
0.619494, 0.077985
0.775316, 0.077984
0.622726, 0.077987
0.077986, 0.282589
0.701245, 0.077995
0.922001, 0.115778
0.078000, 0.439136
0.670305, 0.077997
0.670305, 0.077997
0.614336, 0.921998
0.145712, 0.921994
0.213127, 0.921994
0.078003, 0.422795
0.535990, 0.921990
0.327917, 0.078008
0.078014, 0.544201
0.921991, 0.517243
0.256768, 0.921986
0.858391, 0.078019
0.281512, 0.921979
0.078023, 0.444313
0.078021, 0.319827
0.078023, 0.535249
0.921972, 0.675414
0.921972, 0.675414
0.766241, 0.921967
0.386266, 0.078033
0.315302, 0.921969
0.921965, 0.352886
0.851864, 0.078042
0.320113, 0.078037
0.320113, 0.078037
0.921954, 0.304002
0.908780, 0.921952
0.799168, 0.921952
0.785363, 0.078044
0.078045, 0.602123
0.078045, 0.602123
0.756510, 0.078052
0.921947, 0.175760
0.921944, 0.713800
0.200781, 0.921946
0.277836, 0.921947
0.078062, 0.178654
0.078062, 0.178654
0.256608, 0.921939
0.078062, 0.389074
0.078053, 0.245019
0.719582, 0.078059
0.921936, 0.786944
0.078066, 0.910755
0.078068, 0.303743
0.184231, 0.921933
0.078060, 0.162534
0.078076, 0.888839
0.124884, 0.078069
0.125093, 0.921931
0.078075, 0.574421
0.179139, 0.921922
0.420996, 0.078084
0.078084, 0.490880
0.921921, 0.317369
0.921921, 0.317369
0.078086, 0.844685
0.342526, 0.921917
0.078093, 0.713903
0.108529, 0.921906
0.921902, 0.645609
0.078093, 0.839807
0.921900, 0.175927
0.078097, 0.868001
0.078102, 0.756787
0.183555, 0.921887
0.098623, 0.921887
0.078114, 0.408393
0.078107, 0.754890
0.078114, 0.853279
0.702135, 0.921889
0.921885, 0.360383
0.921885, 0.360383
0.078122, 0.773380
0.728048, 0.921877
0.183252, 0.921874
0.078129, 0.231021
0.078134, 0.473920
0.127089, 0.921869
0.857940, 0.078135
0.921860, 0.449118
0.489540, 0.921862
0.236838, 0.921859
0.381806, 0.078142
0.921855, 0.763436
0.921855, 0.763436
0.661166, 0.078151
0.173636, 0.921849
0.921839, 0.330823
0.745968, 0.078163
0.921833, 0.186190
0.602656, 0.921841
0.921831, 0.563201
0.750570, 0.078170
0.295811, 0.921828
0.370684, 0.921827
0.767998, 0.078172
0.078173, 0.845639
0.078173, 0.845639
0.078173, 0.792979
0.896627, 0.921822
0.078180, 0.779316
0.759138, 0.921817
0.209996, 0.921825
0.078182, 0.417085
0.078186, 0.511507
0.921818, 0.757183
0.078181, 0.159928
0.078184, 0.382236
0.284987, 0.078183
0.380500, 0.078189
0.078195, 0.348899
0.078187, 0.230019
0.921808, 0.465288
0.921798, 0.356288
0.611654, 0.921799
0.720671, 0.921798
0.078202, 0.136922
0.078203, 0.899402
0.078206, 0.568509
0.921794, 0.529359
0.078208, 0.205941
0.182233, 0.921797
0.921789, 0.791126
0.241032, 0.921789
0.078204, 0.485224
0.798551, 0.921789
0.298527, 0.921789
0.078212, 0.191217
0.921785, 0.224034
0.213310, 0.921784
0.078219, 0.131801
0.551076, 0.078222
0.297598, 0.921787
0.779338, 0.921779
0.133491, 0.921777
0.921776, 0.861445
0.202618, 0.921780
0.921776, 0.354719
0.244259, 0.078229
0.244259, 0.078229
0.412665, 0.078225
0.510766, 0.078231
0.921776, 0.122437
0.078228, 0.712330
0.902569, 0.921767
0.078244, 0.221277
0.090664, 0.921755
0.194833, 0.921760
0.669484, 0.921755
0.274041, 0.921750
0.078252, 0.471463
0.837765, 0.078251
0.152873, 0.078253
0.215648, 0.921742
0.461110, 0.078261
0.733060, 0.921741
0.139539, 0.921740
0.864790, 0.078257
0.864790, 0.078257
0.078263, 0.355690
0.921737, 0.616779
0.078264, 0.773333
0.078264, 0.773333
0.803944, 0.921734
0.658465, 0.921730
0.484671, 0.078265
0.078270, 0.150850
0.921725, 0.399076
0.078274, 0.781824
0.768512, 0.078278
0.190170, 0.921729
0.225679, 0.921723
0.262619, 0.078275
0.750940, 0.078282
0.921716, 0.081038
0.358149, 0.921717
0.921717, 0.789443
0.395162, 0.078282
0.761996, 0.921714
0.295864, 0.921710
0.295864, 0.921710
0.265785, 0.921708
0.078288, 0.747770
0.890457, 0.921706
0.890457, 0.921706
0.921706, 0.790229
0.844659, 0.921704
0.844659, 0.921704
0.921693, 0.176414
0.227073, 0.921695
0.078309, 0.415760
0.795670, 0.921691
0.670146, 0.921696
0.405514, 0.078310
0.078315, 0.433984
0.078307, 0.362519
0.585936, 0.078318
0.585936, 0.078318
0.393822, 0.921681
0.921682, 0.811802
0.364178, 0.078321
0.921681, 0.685501
0.078316, 0.737268
0.921686, 0.754907
0.078326, 0.745959
0.251332, 0.078328
0.078323, 0.577851
0.858886, 0.921671
0.849138, 0.921671
0.401594, 0.078329
0.078328, 0.285484
0.078335, 0.289132
0.078339, 0.636908
0.446916, 0.078342
0.921657, 0.573196
0.078341, 0.603003
0.078341, 0.603003
0.771738, 0.078344
0.432963, 0.921658
0.078339, 0.384978
0.921650, 0.713307
0.921650, 0.713307
0.921649, 0.761818
0.686066, 0.921647
0.686066, 0.921647
0.078355, 0.116413
0.078355, 0.210702
0.095567, 0.921646
0.921642, 0.576315
0.845175, 0.078351
0.078363, 0.313725
0.078363, 0.313725
0.159158, 0.078370
0.078368, 0.512142
0.078382, 0.574109
0.078375, 0.177444
0.895640, 0.078383
0.921617, 0.349420
0.921617, 0.349420
0.536786, 0.921615
0.921612, 0.828347
0.162979, 0.921614
0.078383, 0.480211
0.078390, 0.115826
0.801000, 0.078391
0.078394, 0.153332
0.626677, 0.921606
0.246614, 0.921604
0.246614, 0.921604
0.921608, 0.742140
0.921608, 0.742140
0.078393, 0.444906
0.351959, 0.078400
0.299394, 0.921599
0.078401, 0.101893
0.921596, 0.878460
0.078404, 0.309028
0.118431, 0.921595
0.580879, 0.078405
0.078400, 0.635257
0.643428, 0.921593
0.139895, 0.921600
0.424111, 0.921592
0.424111, 0.921592
0.736855, 0.078409
0.689813, 0.921596
0.921590, 0.090595
0.587594, 0.921593
0.107477, 0.078407
0.078418, 0.211268
0.727774, 0.078414
0.078420, 0.683221
0.078416, 0.092723
0.286178, 0.921575
0.921576, 0.866919
0.078424, 0.839403
0.078424, 0.839403
0.078425, 0.129461
0.493906, 0.078428
0.078429, 0.386472
0.856364, 0.078430
0.684266, 0.078434
0.245664, 0.078436
0.729475, 0.921558
0.721047, 0.078445
0.078446, 0.896104
0.078450, 0.304013
0.342124, 0.921549
0.078456, 0.241624
0.713924, 0.078459
0.921539, 0.876246
0.078453, 0.140108
0.313911, 0.078461
0.078460, 0.695579
0.078464, 0.476465
0.123453, 0.921536
0.921541, 0.170320
0.921541, 0.170320
0.194210, 0.921537
0.078456, 0.704940
0.078466, 0.581219
0.409442, 0.078465
0.921537, 0.742793
0.735164, 0.078462
0.517127, 0.078466
0.683329, 0.078470
0.101000, 0.078475
0.843565, 0.921525
0.843565, 0.921525
0.843130, 0.921527
0.843130, 0.921527
0.078473, 0.444626
0.078473, 0.444626
0.578765, 0.921522
0.078475, 0.183000
0.921521, 0.609070
0.078482, 0.333696
0.768844, 0.078483
0.082107, 0.921520
0.078480, 0.434918
0.078488, 0.596761
0.727826, 0.921513
0.078496, 0.079301
0.474074, 0.078501
0.271012, 0.078503
0.799323, 0.078502
0.078505, 0.301753
0.078500, 0.359809
0.078505, 0.868168
0.078509, 0.281603
0.078511, 0.204191
0.078513, 0.656358
0.078504, 0.864975
0.078514, 0.348275
0.078514, 0.472910
0.088715, 0.078522
0.485491, 0.078519
0.872008, 0.078521
0.078528, 0.891248
0.921471, 0.786298
0.078525, 0.837172
0.078531, 0.276110
0.078526, 0.837195
0.585771, 0.921466
0.608864, 0.078537
0.670657, 0.078536
0.078537, 0.529611
0.078537, 0.765403
0.078539, 0.220481
0.921467, 0.259995
0.078542, 0.295871
0.827096, 0.078539
0.078542, 0.190162
0.680880, 0.078549
0.745486, 0.078548
0.078553, 0.808549
0.869549, 0.921450
0.921445, 0.876371
0.078558, 0.430511
0.219450, 0.921440
0.078555, 0.222544
0.839483, 0.078569
0.078573, 0.451944
0.622080, 0.078575
0.622080, 0.078575
0.359763, 0.078573
0.598641, 0.078579
0.078580, 0.905943
0.078577, 0.766989
0.232558, 0.921428
0.286698, 0.078581
0.078572, 0.209997
0.078578, 0.479614
0.161595, 0.921416
0.317828, 0.921418
0.078586, 0.292117
0.267194, 0.921410
0.098768, 0.921403
0.359541, 0.078594
0.612363, 0.921408
0.078596, 0.212913
0.555665, 0.921401
0.730654, 0.921399
0.730654, 0.921399
0.727953, 0.921398
0.078600, 0.347780
0.176087, 0.921392
0.176087, 0.921392
0.078607, 0.279446
0.078605, 0.714847
0.078613, 0.364232
0.078614, 0.734126
0.921387, 0.254293
0.078617, 0.590939
0.804852, 0.921390
0.921385, 0.319554
0.078617, 0.492071
0.078615, 0.122281
0.078615, 0.122281
0.740327, 0.921382
0.921380, 0.859893
0.921373, 0.511848
0.734188, 0.078629
0.329218, 0.921371
0.248107, 0.921372
0.078628, 0.755393
0.921369, 0.230621
0.451204, 0.078634
0.451204, 0.078634
0.782427, 0.078627
0.823897, 0.921361
0.823897, 0.921361
0.222695, 0.921368
0.921361, 0.179056
0.260826, 0.921361
0.380900, 0.078640
0.449948, 0.078636
0.299228, 0.921352
0.078645, 0.387179
0.147588, 0.921355
0.147588, 0.921355
0.078653, 0.517477
0.078653, 0.517477
0.921342, 0.885324
0.078666, 0.301487
0.429808, 0.078661
0.429808, 0.078661
0.342447, 0.921341
0.887917, 0.921335
0.078670, 0.730970
0.446377, 0.921328
0.921330, 0.793101
0.166076, 0.921328
0.799521, 0.921330
0.799521, 0.921330
0.685273, 0.921332
0.078674, 0.358406
0.180426, 0.921328
0.078673, 0.505407
0.189698, 0.078673
0.078678, 0.344075
0.850039, 0.078671
0.921327, 0.775168
0.294201, 0.078682
0.078684, 0.301547
0.078680, 0.082870
0.921315, 0.228271
0.328703, 0.078688
0.776320, 0.078687
0.350374, 0.921316
0.127287, 0.921317
0.921313, 0.749550
0.078682, 0.597595
0.744066, 0.921308
0.803969, 0.921306
0.078695, 0.864291
0.535429, 0.921306
0.921302, 0.211521
0.921302, 0.211521
0.921301, 0.429005
0.632761, 0.078694
0.078698, 0.638000
0.345760, 0.921300
0.345760, 0.921300
0.921295, 0.744051
0.921296, 0.584451
0.822321, 0.921300
0.078705, 0.096867
0.218343, 0.921294
0.218343, 0.921294
0.078706, 0.570426
0.398820, 0.921290
0.078706, 0.542229
0.078706, 0.542229
0.535928, 0.078712
0.078704, 0.232530
0.921286, 0.409089
0.687683, 0.921293
0.731105, 0.078716
0.768774, 0.921282
0.078710, 0.370114
0.206219, 0.921280
0.078719, 0.312019
0.078719, 0.312019
0.078719, 0.312019
0.078719, 0.227248
0.453255, 0.078725
0.329097, 0.078726
0.921277, 0.422160
0.921270, 0.744247
0.078728, 0.162974
0.744918, 0.921276
0.078725, 0.384891
0.078733, 0.734140
0.078733, 0.361737
0.921266, 0.141588
0.078734, 0.690726
0.739876, 0.921272
0.921268, 0.914679
0.573716, 0.921261
0.765415, 0.078736
0.700014, 0.921267
0.078742, 0.225705
0.078740, 0.179732
0.866354, 0.921253
0.174860, 0.078739
0.078748, 0.656005
0.477227, 0.078742
0.239692, 0.921256
0.921254, 0.482269
0.078750, 0.652072
0.921245, 0.750634
0.078758, 0.691730
0.078760, 0.116263
0.205704, 0.921241
0.921239, 0.731514
0.078758, 0.187062
0.212467, 0.078760
0.078775, 0.461386
0.760184, 0.921232
0.496855, 0.078774
0.921233, 0.665037
0.477553, 0.078767
0.078777, 0.248904
0.547776, 0.921227
0.078779, 0.395494
0.078779, 0.395494
0.377799, 0.921222
0.430771, 0.078783
0.430771, 0.078783
0.898204, 0.078785
0.497502, 0.921220
0.277011, 0.921214
0.236874, 0.078790
0.314941, 0.921216
0.078797, 0.181749
0.276219, 0.921201
0.078792, 0.757643
0.078798, 0.447909
0.723459, 0.921192
0.921200, 0.445085
0.459329, 0.921193
0.921189, 0.381355
0.417987, 0.078812
0.143673, 0.078818
0.078819, 0.140748
0.078823, 0.758432
0.078822, 0.333170
0.921180, 0.859591
0.872634, 0.078824
0.531181, 0.921166
0.078836, 0.266195
0.086770, 0.078836
0.452378, 0.078835
0.078842, 0.659229
0.702179, 0.921158
0.299420, 0.921155
0.173611, 0.921151
0.078849, 0.734049
0.208028, 0.921152
0.208028, 0.921152
0.225190, 0.921156
0.439195, 0.078850
0.767815, 0.921151
0.477723, 0.921150
0.129404, 0.921144
0.563871, 0.078860
0.078860, 0.131895
0.921134, 0.871302
0.444438, 0.078864
0.444438, 0.078864
0.723939, 0.078867
0.894266, 0.921129
0.272586, 0.921136
0.598844, 0.078873
0.921131, 0.357131
0.657606, 0.078866
0.078877, 0.509006
0.490568, 0.078882
0.921118, 0.450195
0.912624, 0.921118
0.611834, 0.921110
0.078884, 0.102535
0.170054, 0.921115
0.776656, 0.078897
0.078900, 0.331704
0.078900, 0.331704
0.284535, 0.921102
0.814100, 0.921099
0.078901, 0.393170
0.825255, 0.921103
0.078902, 0.584471
0.078902, 0.584471
0.171732, 0.921091
0.583487, 0.078916
0.764815, 0.921091
0.921079, 0.503332
0.921082, 0.189643
0.751754, 0.078923
0.078924, 0.353279
0.078918, 0.352552
0.078929, 0.710468
0.312749, 0.078926
0.078926, 0.464974
0.078936, 0.280748
0.818240, 0.078939
0.399021, 0.078941
0.452545, 0.921063
0.078945, 0.243475
0.242132, 0.921057
0.420019, 0.078939
0.210873, 0.078953
0.741671, 0.921047
0.598763, 0.078956
0.921051, 0.812365
0.893292, 0.921043
0.893292, 0.921043
0.691453, 0.078961
0.078959, 0.209366
0.331049, 0.921039
0.196943, 0.921041
0.871484, 0.078968
0.871484, 0.078968
0.078961, 0.387525
0.078972, 0.348452
0.320969, 0.921024
0.078977, 0.461167
0.523908, 0.921022
0.078978, 0.458170
0.559664, 0.078977
0.195678, 0.921019
0.879563, 0.921019
0.640183, 0.078978
0.326557, 0.078986
0.583234, 0.921014
0.583234, 0.921014
0.452103, 0.078987
0.452103, 0.078987
0.921015, 0.555019
0.921011, 0.517255
0.078993, 0.199376
0.078993, 0.199376
0.078992, 0.347116
0.901021, 0.079001
0.247422, 0.921007
0.370402, 0.079000
0.920998, 0.605519
0.291991, 0.920995
0.920992, 0.511468
0.570692, 0.920984
0.204819, 0.920989
0.204819, 0.920989
0.779403, 0.920984
0.765258, 0.920987
0.862733, 0.920985
0.455912, 0.920978
0.079023, 0.399380
0.485223, 0.079022
0.788707, 0.920971
0.308356, 0.920972
0.430818, 0.079029
0.332700, 0.920975
0.920968, 0.830979
0.161422, 0.920965
0.920967, 0.390575
0.514466, 0.079033
0.475476, 0.079034
0.920971, 0.397383
0.562193, 0.920966
0.865141, 0.079033
0.865141, 0.079033
0.920958, 0.278369
0.865014, 0.920965
0.411040, 0.079046
0.728668, 0.079050
0.079049, 0.849039
0.720159, 0.079043
0.516454, 0.920949
0.617847, 0.079048
0.617847, 0.079048
0.079047, 0.814898
0.104602, 0.920946
0.079060, 0.743881
0.920940, 0.913405
0.579227, 0.920940
0.079064, 0.661252
0.417998, 0.079061
0.417998, 0.079061
0.153754, 0.920935
0.424633, 0.920940
0.079065, 0.526612
0.920938, 0.862924
0.079064, 0.435558
0.683438, 0.920933
0.163596, 0.920932
0.920931, 0.888731
0.079061, 0.317402
0.079068, 0.240651
0.079068, 0.240651
0.920933, 0.552286
0.920933, 0.552286
0.263749, 0.079078
0.079079, 0.846300
0.620656, 0.920921
0.920919, 0.123613
0.625571, 0.079080
0.920923, 0.860212
0.422064, 0.079081
0.079086, 0.591244
0.079086, 0.591244
0.868140, 0.079084
0.183748, 0.920912
0.476062, 0.920912
0.079089, 0.356476
0.423221, 0.079089
0.146744, 0.920911
0.590203, 0.079086
0.507615, 0.079085
0.079095, 0.777875
0.402065, 0.079098
0.514059, 0.079103
0.595707, 0.920898
0.079104, 0.406320
0.680030, 0.079099
0.079106, 0.451972
0.920895, 0.137719
0.079115, 0.316345
0.079115, 0.843666
0.735721, 0.920886
0.803305, 0.920885
0.231902, 0.920886
0.751593, 0.920882
0.492187, 0.079114
0.178778, 0.920879
0.322132, 0.920883
0.322132, 0.920883
0.079124, 0.315609
0.920874, 0.366616
0.304835, 0.079121
0.760833, 0.079128
0.920872, 0.454332
0.575709, 0.920871
0.345684, 0.079129
0.821586, 0.920866
0.079132, 0.479429
0.920865, 0.250965
0.920862, 0.191421
0.920862, 0.191421
0.103865, 0.079140
0.079140, 0.438822
0.148102, 0.920860
0.079141, 0.417966
0.451183, 0.079147
0.920856, 0.172992
0.766317, 0.079148
0.079146, 0.865578
0.398777, 0.079151
0.079153, 0.468610
0.079154, 0.749089
0.079154, 0.749089
0.079154, 0.749089
0.202482, 0.920854
0.079152, 0.492173
0.920847, 0.249656
0.515596, 0.079156
0.079160, 0.590683
0.920847, 0.562484
0.920842, 0.295180
0.920834, 0.458509
0.079161, 0.342778
0.920835, 0.402084
0.079164, 0.432367
0.920832, 0.527781
0.552387, 0.079167
0.079173, 0.572049
0.079177, 0.281706
0.079171, 0.419981
0.079177, 0.412264
0.920817, 0.773959
0.203840, 0.920815
0.577997, 0.920813
0.347583, 0.920814
0.920809, 0.555442
0.079189, 0.357766
0.745172, 0.079188
0.745172, 0.079188
0.745172, 0.079188
0.639224, 0.079197
0.639224, 0.079197
0.420178, 0.079194
0.920799, 0.132549
0.335736, 0.920791
0.155333, 0.079207
0.296221, 0.920788
0.806453, 0.920787
0.324145, 0.079213
0.543112, 0.079217
0.155924, 0.920779
0.119529, 0.920777
0.920773, 0.534342
0.789427, 0.920771
0.199941, 0.920774
0.541143, 0.079236
0.920768, 0.352150
0.220538, 0.079235
0.079238, 0.554106
0.079239, 0.634154
0.079239, 0.634154
0.349543, 0.079239
0.160912, 0.920757
0.798677, 0.920755
0.079244, 0.468528
0.079243, 0.716808
0.079244, 0.843139
0.118589, 0.079246
0.920758, 0.565217
0.201035, 0.920750
0.101524, 0.920749
0.079250, 0.780606
0.079247, 0.285216
0.732548, 0.920755
0.863034, 0.079252
0.920740, 0.718960
0.920739, 0.310957
0.920739, 0.310957
0.079262, 0.219925
0.079273, 0.321184
0.079273, 0.263312
0.699216, 0.920722
0.225161, 0.079273
0.344602, 0.920723
0.818260, 0.079280
0.079283, 0.821826
0.502159, 0.079281
0.079281, 0.410232
0.079288, 0.383460
0.559791, 0.920718
0.795571, 0.920713
0.310529, 0.920709
0.238279, 0.920705
0.775032, 0.920713
0.920700, 0.234307
0.088902, 0.920698
0.088902, 0.920698
0.715544, 0.079299
0.920701, 0.889504
0.468819, 0.079303
0.768804, 0.920695
0.690914, 0.920695
0.149153, 0.079306
0.920694, 0.576737
0.445442, 0.079305
0.445442, 0.079305
0.424929, 0.079301
0.518558, 0.079311
0.515936, 0.920684
0.597981, 0.079314
0.832192, 0.920686
0.079316, 0.445276
0.920687, 0.259939
0.079322, 0.686627
0.079326, 0.141898
0.872832, 0.920675
0.079330, 0.856920
0.654146, 0.920665
0.079337, 0.458438
0.696292, 0.920662
0.699555, 0.920666
0.699555, 0.920666
0.165247, 0.079334
0.079341, 0.266431
0.079339, 0.421807
0.079340, 0.843121
0.809178, 0.920658
0.850666, 0.079344
0.079344, 0.500659
0.079343, 0.424594
0.565641, 0.079347
0.920650, 0.148752
0.098106, 0.079348
0.920658, 0.587569
0.920648, 0.455797
0.791331, 0.920643
0.920636, 0.588846
0.484423, 0.079362
0.333566, 0.079368
0.920637, 0.667169
0.305263, 0.079364
0.361468, 0.079370
0.920634, 0.147904
0.920638, 0.565048
0.079368, 0.679500
0.920632, 0.752821
0.920632, 0.752821
0.098621, 0.079379
0.079380, 0.378708
0.079378, 0.404434
0.079374, 0.567616
0.079373, 0.579959
0.079373, 0.579959
0.079380, 0.709270
0.478765, 0.920617
0.162403, 0.920625
0.503361, 0.079384
0.079379, 0.477649
0.079382, 0.902842
0.079382, 0.902842
0.920612, 0.533758
0.920612, 0.533758
0.232099, 0.920613
0.079390, 0.523214
0.079392, 0.094072
0.079391, 0.480725
0.781233, 0.079394
0.920610, 0.584770
0.193034, 0.920605
0.920601, 0.393038
0.920601, 0.393038
0.414863, 0.079395
0.703800, 0.079405
0.079408, 0.876364
0.079408, 0.366517
0.920591, 0.833975
0.920591, 0.833975
0.713401, 0.920591
0.079401, 0.474925
0.920587, 0.216165
0.719625, 0.920586
0.699596, 0.079415
0.551365, 0.079421
0.079422, 0.124245
0.079421, 0.710358
0.142483, 0.920583
0.920571, 0.563823
0.752175, 0.079425
0.815868, 0.920570
0.079431, 0.363455
0.079427, 0.237890
0.399672, 0.920573
0.399672, 0.920573
0.160784, 0.079432
0.160784, 0.079432
0.650493, 0.079430
0.183774, 0.920564
0.920568, 0.150127
0.806371, 0.079441
0.920557, 0.468478
0.920557, 0.468478
0.110591, 0.920558
0.079438, 0.247496
0.920552, 0.093495
0.431311, 0.920549
0.920556, 0.612334
0.785263, 0.920552
0.079459, 0.249716
0.920540, 0.350353
0.588085, 0.079463
0.810820, 0.079469
0.306834, 0.920531
0.079472, 0.311262
0.211987, 0.920530
0.920528, 0.674521
0.079476, 0.495995
0.739329, 0.920525
0.326638, 0.920521
0.079480, 0.853837
0.079475, 0.689670
0.920511, 0.099005
0.920510, 0.588855
0.920510, 0.588855
0.606765, 0.920510
0.269441, 0.920509
0.457607, 0.079487
0.166958, 0.920507
0.079497, 0.676317
0.920505, 0.870448
0.079502, 0.246925
0.079505, 0.215892
0.920495, 0.845965
0.920495, 0.845965
0.320426, 0.920493
0.320426, 0.920493
0.370498, 0.079510
0.725740, 0.079513
0.350257, 0.079511
0.825244, 0.079515
0.079515, 0.867293
0.079522, 0.896172
0.079522, 0.896172
0.469431, 0.079520
0.920479, 0.606809
0.355429, 0.920478
0.193248, 0.920474
0.920473, 0.789057
0.198026, 0.920474
0.198026, 0.920474
0.285502, 0.079526
0.920469, 0.718332
0.920469, 0.718332
0.443429, 0.079531
0.079530, 0.422063
0.167180, 0.920471
0.079529, 0.257765
0.370085, 0.920469
0.079534, 0.209762
0.086368, 0.920459
0.726487, 0.920459
0.920463, 0.744836
0.079543, 0.643276
